ID,Claim Date,CarBrand,VehAge,DrivAge,Location,Claim Amt2,Age Criteria 
C5097715,22/02/23,BMW,0,44,JEDDAH,4081,34 to 44
R5097717,18/11/23,BMW,0,44,JEDDAH,3495,34 to 44
D5097760,01/07/23,HYUNDAI,10,19,RYIADH,2552,18 to 22
F5097762,25/02/23,HYUNDAI,6,19,RYIADH,2154,18 to 22
H5097829,30/09/23,HYUNDAI,0,57,JEDDAH,4091,45 to 59
B5097831,27/12/23,HYUNDAI,0,57,JEDDAH,4941,45 to 59
C5097856,11/03/23,NISSAN,0,37,JEDDAH,4596,34 to 44
R5097907,10/01/23,BMW,0,61,JEDDAH,4079,60+ Aged
D5097909,12/06/23,BMW,0,61,JEDDAH,2297,60+ Aged
F5098315,08/03/23,KIA,3,30,JEDDAH,4503,28 to 33
H5098366,08/04/23,NISSAN,0,23,JEDDAH,2210,23 to 27 
B5098367,17/02/23,NISSAN,0,23,JEDDAH,4842,23 to 27 
C5098412,10/11/23,TOYOTA,0,29,JEDDAH,4185,28 to 33
R5098635,11/07/23,KIA,1,32,JEDDAH,1449,28 to 33
D5098636,09/07/23,KIA,1,32,JEDDAH,3815,28 to 33
F5098637,15/12/23,KIA,1,32,JEDDAH,3548,28 to 33
H5098680,17/12/23,BMW,0,35,JEDDAH,3441,34 to 44
B5098681,31/03/23,BMW,0,35,JEDDAH,3469,34 to 44
C5098718,10/12/23,HYUNDAI,0,35,JEDDAH,1549,34 to 44
R5098719,28/11/23,HYUNDAI,0,35,JEDDAH,3160,34 to 44
D5098720,17/02/23,HYUNDAI,0,35,JEDDAH,3308,34 to 44
F5098822,16/11/23,TOYOTA,0,32,JEDDAH,4750,28 to 33
H5098823,27/05/23,TOYOTA,0,32,JEDDAH,3668,28 to 33
B5099042,22/09/23,HYUNDAI,0,44,JEDDAH,2277,34 to 44
C5099043,14/12/23,HYUNDAI,0,44,JEDDAH,4596,34 to 44
R5099082,12/04/23,NISSAN,0,25,JEDDAH,2889,23 to 27 
D5099084,06/07/23,NISSAN,0,25,JEDDAH,1331,23 to 27 
F5099398,27/06/23,HYUNDAI,0,37,JEDDAH,3542,34 to 44
H5099400,24/11/23,HYUNDAI,0,37,JEDDAH,4461,34 to 44
B5099506,10/05/23,BMW,10,19,RYIADH,4457,18 to 22
C5099914,17/09/23,HYUNDAI,15,30,RYIADH,2251,28 to 33
R5100000,30/03/23,KIA,0,39,JEDDAH,3902,34 to 44
D5100002,15/03/23,KIA,0,39,JEDDAH,4254,34 to 44
F5100003,11/10/23,KIA,0,39,JEDDAH,2510,34 to 44
H5100022,09/06/23,HYUNDAI,0,54,JEDDAH,1521,45 to 59
B5100024,15/08/23,HYUNDAI,0,54,JEDDAH,4246,45 to 59
C5100035,14/03/23,HYUNDAI,0,29,JEDDAH,2683,28 to 33
R5100036,22/09/23,HYUNDAI,0,29,JEDDAH,4088,28 to 33
D5100093,09/01/23,HYUNDAI,0,53,JEDDAH,3410,45 to 59
F5100094,01/06/23,HYUNDAI,0,53,JEDDAH,3071,45 to 59
H5100268,04/08/23,KIA,0,23,JEDDAH,4630,23 to 27 
B5100270,10/05/23,KIA,0,23,JEDDAH,1002,23 to 27 
C5100520,12/11/23,KIA,15,46,JEDDAH,3807,45 to 59
R5100635,25/03/23,KIA,1,22,JEDDAH,4252,18 to 22
D5100636,01/05/23,KIA,1,22,JEDDAH,3264,18 to 22
F5100965,09/10/23,HYUNDAI,0,19,JEDDAH,2495,18 to 22
H5100966,15/06/23,HYUNDAI,0,19,JEDDAH,3953,18 to 22
B5101106,23/09/23,BMW,0,26,JEDDAH,1390,23 to 27 
C5101107,18/08/23,BMW,0,26,JEDDAH,3680,23 to 27 
R5101412,29/10/23,TOYOTA,0,32,JEDDAH,1799,28 to 33
D5101415,15/12/23,TOYOTA,0,32,JEDDAH,3241,28 to 33
F5101690,12/09/23,KIA,5,38,RYIADH,4430,34 to 44
H5101997,26/07/23,KIA,1,36,JEDDAH,1235,34 to 44
B5101999,07/01/23,KIA,1,36,JEDDAH,4342,34 to 44
C5102033,15/04/23,TOYOTA,4,35,JEDDAH,3338,34 to 44
R5102036,27/08/23,TOYOTA,4,35,JEDDAH,3619,34 to 44
D5102225,13/06/23,KIA,0,58,JEDDAH,1477,45 to 59
F5102227,21/07/23,KIA,0,58,JEDDAH,2490,45 to 59
H5102509,21/08/23,KIA,0,57,JEDDAH,4933,45 to 59
B5102745,15/11/23,HYUNDAI,0,41,JEDDAH,1311,34 to 44
C5102746,03/06/23,HYUNDAI,0,41,JEDDAH,2951,34 to 44
R5102747,26/05/23,HYUNDAI,0,41,JEDDAH,4921,34 to 44
D5102865,26/12/23,HYUNDAI,0,29,JEDDAH,2755,28 to 33
F5103035,27/04/23,KIA,10,32,RYIADH,4478,28 to 33
H5103540,14/02/23,TOYOTA,2,24,JEDDAH,4134,23 to 27 
B5103603,08/04/23,HYUNDAI,4,61,JEDDAH,2777,60+ Aged
C5104024,21/05/23,NISSAN,0,56,JEDDAH,1791,45 to 59
R5104025,25/08/23,NISSAN,0,56,JEDDAH,2330,45 to 59
D5104100,09/07/23,TOYOTA,0,41,JEDDAH,4797,34 to 44
F5104101,21/05/23,TOYOTA,0,41,JEDDAH,3374,34 to 44
H5104202,10/11/23,KIA,10,50,JEDDAH,1862,45 to 59
B5104558,27/02/23,BMW,2,48,JEDDAH,3825,45 to 59
C5104560,16/11/23,BMW,2,48,JEDDAH,2944,45 to 59
R5104625,14/08/23,NISSAN,0,23,JEDDAH,1953,23 to 27 
D5104626,25/10/23,NISSAN,0,23,JEDDAH,2891,23 to 27 
F5104701,04/07/23,BMW,10,48,RYIADH,1339,45 to 59
H5104956,21/05/23,TOYOTA,0,49,JEDDAH,1460,45 to 59
B5104957,29/10/23,TOYOTA,0,49,JEDDAH,4866,45 to 59
C5105288,06/02/23,KIA,0,60,JEDDAH,2886,60+ Aged
R5105289,04/08/23,KIA,0,60,JEDDAH,1935,60+ Aged
D5105630,12/06/23,KIA,0,35,JEDDAH,3787,34 to 44
F5105631,28/11/23,KIA,0,35,JEDDAH,3999,34 to 44
H5105639,26/10/23,KIA,0,25,JEDDAH,3738,23 to 27 
B5105640,03/06/23,KIA,0,25,JEDDAH,4264,23 to 27 
C5105895,28/06/23,TOYOTA,4,40,JEDDAH,1186,34 to 44
R5105998,14/11/23,NISSAN,0,66,JEDDAH,3620,60+ Aged
D5105999,09/08/23,NISSAN,0,66,JEDDAH,2383,60+ Aged
F5106076,17/05/23,BMW,3,55,JEDDAH,4100,45 to 59
H5106141,31/01/23,KIA,0,22,JEDDAH,2664,18 to 22
B5106264,07/10/23,BMW,0,74,JEDDAH,2900,60+ Aged
C5106265,05/01/23,BMW,0,74,JEDDAH,2332,60+ Aged
R5106527,04/09/23,KIA,10,18,JEDDAH,4438.8,18 to 22
D5106528,03/08/23,KIA,7,18,RYIADH,5050.8,18 to 22
F5106628,13/06/23,KIA,0,35,JEDDAH,2559,34 to 44
H5106629,30/11/23,KIA,0,35,JEDDAH,2500,34 to 44
B5106682,09/01/23,TOYOTA,0,37,JEDDAH,3419,34 to 44
C5106703,19/07/23,HYUNDAI,0,62,JEDDAH,2914,60+ Aged
R5106705,09/05/23,HYUNDAI,0,62,JEDDAH,1282,60+ Aged
D5106823,11/04/23,BMW,8,31,RYIADH,2455,28 to 33
F5106824,18/01/23,BMW,8,31,RYIADH,1270,28 to 33
H5107032,08/09/23,HYUNDAI,0,32,JEDDAH,4629,28 to 33
B5107033,11/02/23,HYUNDAI,0,32,JEDDAH,3094,28 to 33
C5107496,21/09/23,HYUNDAI,1,24,RYIADH,4525,23 to 27 
R5107498,26/11/23,HYUNDAI,0,24,JEDDAH,3372,23 to 27 
D5107500,13/07/23,HYUNDAI,0,23,JEDDAH,1530,23 to 27 
F5107568,04/01/23,TOYOTA,9,46,JEDDAH,2753,45 to 59
H5107752,21/09/23,TOYOTA,1,36,RYIADH,4383,34 to 44
B5107851,21/12/23,KIA,3,33,JEDDAH,3138,28 to 33
C5107852,28/06/23,KIA,3,33,JEDDAH,4808,28 to 33
R5107937,09/01/23,TOYOTA,9,46,RYIADH,1549,45 to 59
D5107969,19/11/23,KIA,0,56,JEDDAH,1417,45 to 59
F5108483,26/06/23,NISSAN,0,25,JEDDAH,1015,23 to 27 
H5108708,01/11/23,KIA,0,34,JEDDAH,4486,34 to 44
B5108768,14/07/23,KIA,0,46,JEDDAH,1923,45 to 59
C5108792,10/07/23,NISSAN,0,57,JEDDAH,4743,45 to 59
R5108793,15/11/23,NISSAN,0,57,JEDDAH,3021,45 to 59
D5108820,02/06/23,HYUNDAI,0,33,JEDDAH,3353,28 to 33
F5108959,21/12/23,TOYOTA,1,51,JEDDAH,2468,45 to 59
H5109160,13/12/23,KIA,0,58,JEDDAH,3148,45 to 59
B5109161,18/08/23,KIA,0,58,JEDDAH,3634,45 to 59
C5109208,07/04/23,HYUNDAI,0,43,JEDDAH,4598,34 to 44
R5109435,21/06/23,TOYOTA,3,34,JEDDAH,2753,34 to 44
D5109546,29/05/23,HYUNDAI,0,37,JEDDAH,4258,34 to 44
F5109577,01/10/23,HYUNDAI,10,26,RYIADH,1709,23 to 27 
H5109613,07/05/23,HYUNDAI,2,37,JEDDAH,1215,34 to 44
B5109765,10/09/23,HYUNDAI,0,33,JEDDAH,1388,28 to 33
C5109842,12/02/23,KIA,5,39,JEDDAH,1350,34 to 44
R6000092,19/08/23,TOYOTA,2,59,RYIADH,4640,45 to 59
D6000097,20/12/23,TOYOTA,2,59,RYIADH,4974,45 to 59
F6000242,04/08/23,BMW,6,56,JEDDAH,2987,45 to 59
H6000245,07/02/23,BMW,6,56,JEDDAH,4068,45 to 59
B6000297,19/09/23,KIA,6,51,JEDDAH,2523,45 to 59
C6000301,01/01/23,KIA,6,51,JEDDAH,2994,45 to 59
R6000630,26/07/23,NISSAN,6,44,JEDDAH,1280,34 to 44
D6000697,12/11/23,BMW,2,58,JEDDAH,1273,45 to 59
F6000700,03/02/23,BMW,2,58,JEDDAH,2859,45 to 59
H6000764,12/06/23,BMW,5,73,JEDDAH,50000,60+ Aged
B6000828,23/11/23,KIA,6,48,JEDDAH,2846,45 to 59
C6000831,13/10/23,KIA,6,48,JEDDAH,2430,45 to 59
R6000846,15/11/23,TOYOTA,4,51,JEDDAH,2845,45 to 59
D6000850,02/05/23,TOYOTA,4,51,JEDDAH,2498,45 to 59
F6001479,20/09/23,HYUNDAI,2,30,RYIADH,2482,28 to 33
H6002538,11/06/23,HYUNDAI,6,51,JEDDAH,1206,45 to 59
B6002541,27/03/23,HYUNDAI,6,51,JEDDAH,1215,45 to 59
C6002588,07/11/23,NISSAN,9,45,JEDDAH,1035,45 to 59
R6002591,22/05/23,NISSAN,9,45,JEDDAH,1026,45 to 59
D6002592,20/06/23,NISSAN,9,45,JEDDAH,986,45 to 59
F6003345,22/01/23,BMW,6,59,JEDDAH,1057,45 to 59
H6003348,30/01/23,BMW,6,59,JEDDAH,1056,45 to 59
B6004065,03/02/23,TOYOTA,15,48,JEDDAH,946,45 to 59
C6004068,16/03/23,TOYOTA,15,48,JEDDAH,986,45 to 59
R6004069,20/10/23,TOYOTA,15,48,JEDDAH,1116,45 to 59
D6004403,28/09/23,HYUNDAI,2,65,JEDDAH,1246,60+ Aged
F6004527,12/12/23,NISSAN,6,46,JEDDAH,1116,45 to 59
H6004530,16/08/23,NISSAN,6,46,JEDDAH,943,45 to 59
B6004540,12/01/23,TOYOTA,6,47,JEDDAH,1072,45 to 59
C6004543,20/07/23,TOYOTA,6,47,JEDDAH,905,45 to 59
R6004864,18/11/23,KIA,4,49,JEDDAH,1053,45 to 59
D6004867,09/02/23,KIA,4,49,JEDDAH,1057,45 to 59
F6005401,17/10/23,TOYOTA,2,83,JEDDAH,937,60+ Aged
H6006123,09/06/23,NISSAN,10,51,JEDDAH,1215,45 to 59
B6006390,29/08/23,KIA,6,38,JEDDAH,1035,34 to 44
C6006573,05/12/23,HYUNDAI,5,69,JEDDAH,1026,60+ Aged
R6006576,19/05/23,HYUNDAI,5,69,JEDDAH,986,60+ Aged
D6006577,18/06/23,HYUNDAI,5,69,JEDDAH,1057,60+ Aged
F6006662,02/01/23,NISSAN,6,51,JEDDAH,1056,45 to 59
H6006914,05/10/23,KIA,2,42,JEDDAH,946,34 to 44
B6006917,05/04/23,KIA,2,42,JEDDAH,986,34 to 44
C6007413,01/12/23,KIA,3,41,JEDDAH,1116,34 to 44
R6007711,02/02/23,KIA,10,32,JEDDAH,1246,28 to 33
D6007805,19/01/23,HYUNDAI,6,52,JEDDAH,1116,45 to 59
F6007893,06/08/23,KIA,6,45,JEDDAH,943,45 to 59
H6008048,03/07/23,HYUNDAI,3,70,JEDDAH,1072,60+ Aged
B6008411,16/05/23,NISSAN,2,29,JEDDAH,905,28 to 33
C6008412,02/03/23,NISSAN,2,29,JEDDAH,1053,28 to 33
R6008907,21/12/23,KIA,5,33,JEDDAH,1057,28 to 33
D6009476,20/02/23,KIA,5,64,RYIADH,937,60+ Aged
F6009479,21/10/23,KIA,5,64,RYIADH,1056,60+ Aged
H6010013,15/09/23,NISSAN,10,39,JEDDAH,946,34 to 44
B6010016,17/03/23,NISSAN,10,39,JEDDAH,986,34 to 44
C6010388,15/06/23,KIA,5,72,JEDDAH,1116,60+ Aged
R6010391,06/09/23,KIA,5,72,JEDDAH,1246,60+ Aged
D6010489,24/08/23,HYUNDAI,7,31,JEDDAH,1116,28 to 33
F6010492,09/01/23,HYUNDAI,7,31,JEDDAH,943,28 to 33
H6010899,21/03/23,KIA,5,55,JEDDAH,1072,45 to 59
B6010902,14/02/23,KIA,5,55,JEDDAH,905,45 to 59
C6011338,11/05/23,BMW,8,26,RYIADH,1053,23 to 27 
R6011809,02/09/23,HYUNDAI,15,31,RYIADH,1057,28 to 33
D6011813,23/07/23,HYUNDAI,15,31,RYIADH,937,28 to 33
F6012113,11/06/23,HYUNDAI,6,53,JEDDAH,491,45 to 59
H6012116,27/09/23,HYUNDAI,6,53,JEDDAH,671.25,45 to 59
B6012400,01/07/23,TOYOTA,5,72,JEDDAH,673,60+ Aged
C6012403,10/12/23,TOYOTA,5,72,JEDDAH,1061,60+ Aged
R6013123,15/06/23,HYUNDAI,6,30,JEDDAH,1050,28 to 33
D6013127,23/09/23,HYUNDAI,6,30,JEDDAH,714.375,28 to 33
F6013725,28/04/23,KIA,5,65,JEDDAH,893.25,60+ Aged
H6013728,23/07/23,KIA,5,65,JEDDAH,1041.25,60+ Aged
B6015110,19/11/23,BMW,8,41,JEDDAH,929.5,34 to 44
C6015113,07/08/23,BMW,8,41,JEDDAH,921.25,34 to 44
R6015139,02/09/23,BMW,8,28,JEDDAH,1012.375,28 to 33
D6015140,19/03/23,BMW,8,28,JEDDAH,938,28 to 33
F6015143,09/03/23,BMW,8,28,JEDDAH,670.5,28 to 33
H6015425,30/03/23,KIA,10,56,RYIADH,621.75,45 to 59
B6015428,10/05/23,KIA,10,56,RYIADH,741.5,45 to 59
C6015438,11/05/23,NISSAN,2,30,RYIADH,568,28 to 33
R6015442,22/07/23,NISSAN,2,30,RYIADH,892.25,28 to 33
D6017511,29/04/23,KIA,1,78,JEDDAH,883.5,60+ Aged
F6018563,27/06/23,KIA,5,41,JEDDAH,698.5,34 to 44
H6018564,10/02/23,KIA,5,41,JEDDAH,696.5,34 to 44
B6018927,27/01/23,TOYOTA,9,38,RYIADH,601.75,34 to 44
C6019088,21/05/23,BMW,10,38,JEDDAH,657.375,34 to 44
R6019523,09/09/23,BMW,10,36,JEDDAH,1503.5,34 to 44
D6019763,30/09/23,TOYOTA,5,27,JEDDAH,1080.25,23 to 27 
F6019958,05/06/23,BMW,10,59,JEDDAH,1423.5,45 to 59
H6019961,01/12/23,BMW,10,59,JEDDAH,1304,45 to 59
B6021227,29/01/23,TOYOTA,2,30,JEDDAH,1255.75,28 to 33
C6021230,08/11/23,TOYOTA,2,30,JEDDAH,908.75,28 to 33
R6021662,07/11/23,HYUNDAI,10,45,JEDDAH,1021,45 to 59
D6021665,01/03/23,HYUNDAI,10,45,JEDDAH,999.25,45 to 59
F6022124,09/09/23,HYUNDAI,4,42,JEDDAH,1026,34 to 44
H6022127,16/03/23,HYUNDAI,4,42,JEDDAH,1026.25,34 to 44
B6022440,01/11/23,BMW,4,46,JEDDAH,1290,45 to 59
C6022443,03/07/23,BMW,4,46,JEDDAH,762.5,45 to 59
R6022786,11/07/23,TOYOTA,5,55,JEDDAH,798.5,45 to 59
D6022789,27/11/23,TOYOTA,5,55,JEDDAH,960.5,45 to 59
F6022924,17/04/23,KIA,8,44,JEDDAH,722.875,34 to 44
H6022927,07/07/23,KIA,8,44,JEDDAH,608.125,34 to 44
B6023609,04/03/23,NISSAN,4,32,JEDDAH,650.5,28 to 33
C6023612,23/02/23,NISSAN,4,32,JEDDAH,1144.5,28 to 33
R6023977,18/09/23,KIA,4,59,JEDDAH,1140,45 to 59
D6023980,23/10/23,KIA,4,59,JEDDAH,792.5,45 to 59
F6024228,02/05/23,KIA,4,57,JEDDAH,1103.5,45 to 59
H6024231,22/08/23,KIA,4,57,JEDDAH,1082.5,45 to 59
B6024795,10/09/23,TOYOTA,4,41,JEDDAH,1292.5,34 to 44
C6024798,16/07/23,TOYOTA,4,41,JEDDAH,806,34 to 44
R6025532,20/06/23,BMW,4,39,JEDDAH,792.5,34 to 44
D6025535,25/09/23,BMW,4,39,JEDDAH,793.5,34 to 44
F6026349,25/05/23,KIA,4,49,JEDDAH,790,45 to 59
H6026352,04/11/23,KIA,4,49,JEDDAH,777.5,45 to 59
B6026966,29/04/23,BMW,4,51,JEDDAH,768,45 to 59
C6026969,11/03/23,BMW,4,51,JEDDAH,949.5,45 to 59
R6027089,27/06/23,HYUNDAI,4,47,JEDDAH,854,45 to 59
D6027092,22/09/23,HYUNDAI,4,47,JEDDAH,839.5,45 to 59
F6027361,03/07/23,BMW,1,51,JEDDAH,758.5,45 to 59
H6027364,28/12/23,BMW,1,51,JEDDAH,739.5,45 to 59
B6027650,30/11/23,NISSAN,4,59,JEDDAH,744,45 to 59
C6027654,02/01/23,NISSAN,4,59,JEDDAH,1145.5,45 to 59
R6027840,10/12/23,BMW,4,29,JEDDAH,811.5,28 to 33
D6027841,16/12/23,BMW,4,29,JEDDAH,1525,28 to 33
F6027844,12/10/23,BMW,4,29,JEDDAH,986,28 to 33
H6028419,17/03/23,HYUNDAI,3,49,JEDDAH,970.5,45 to 59
B6028649,01/08/23,BMW,3,47,JEDDAH,960,45 to 59
C6028652,10/01/23,BMW,3,47,JEDDAH,946,45 to 59
R6029215,12/06/23,BMW,3,45,RYIADH,1503,45 to 59
D6029218,09/07/23,BMW,3,45,RYIADH,1297,45 to 59
F6029486,10/02/23,TOYOTA,1,34,JEDDAH,1304,34 to 44
H6029490,20/11/23,TOYOTA,1,34,JEDDAH,1269,34 to 44
B6029726,22/12/23,BMW,5,46,RYIADH,1306,45 to 59
C6029731,30/10/23,BMW,5,46,RYIADH,1107.5,45 to 59
R6030056,26/01/23,HYUNDAI,3,63,JEDDAH,791.5,60+ Aged
D6030059,12/12/23,HYUNDAI,3,63,JEDDAH,820.5,60+ Aged
F6030258,15/08/23,HYUNDAI,3,58,JEDDAH,786,45 to 59
H6030261,26/05/23,HYUNDAI,3,58,JEDDAH,985,45 to 59
B6030435,25/11/23,TOYOTA,3,63,JEDDAH,955.5,60+ Aged
C6030438,04/04/23,TOYOTA,3,63,JEDDAH,880,60+ Aged
R6030518,02/02/23,BMW,10,50,RYIADH,868.5,45 to 59
D6030522,08/02/23,BMW,10,50,RYIADH,874,45 to 59
F6030764,19/04/23,BMW,3,51,JEDDAH,883,45 to 59
H6030767,06/06/23,BMW,3,51,JEDDAH,765.5,45 to 59
B6031151,11/05/23,TOYOTA,6,56,JEDDAH,782.5,45 to 59
C6031154,10/06/23,TOYOTA,6,56,JEDDAH,1169.5,45 to 59
R6031694,13/03/23,BMW,3,54,JEDDAH,810,45 to 59
D6031698,28/12/23,BMW,3,54,JEDDAH,1092.5,45 to 59
F6032346,27/11/23,BMW,3,54,JEDDAH,1287.5,45 to 59
H6032349,09/12/23,BMW,3,54,JEDDAH,822,45 to 59
B6032649,12/01/23,HYUNDAI,4,34,JEDDAH,802,34 to 44
C6033018,17/04/23,NISSAN,4,36,JEDDAH,791,34 to 44
R6033021,27/02/23,NISSAN,4,36,JEDDAH,1153,34 to 44
D6033304,03/04/23,HYUNDAI,3,66,JEDDAH,1149,60+ Aged
F6033307,27/03/23,HYUNDAI,3,66,JEDDAH,1174,60+ Aged
H6033739,06/11/23,KIA,3,52,JEDDAH,876.5,45 to 59
B6033929,23/12/23,HYUNDAI,9,51,JEDDAH,868,45 to 59
C6033932,22/05/23,HYUNDAI,9,51,JEDDAH,756,45 to 59
R6033968,19/08/23,KIA,3,50,JEDDAH,1104.5,45 to 59
D6033972,19/05/23,KIA,3,50,JEDDAH,1104.5,45 to 59
F6034362,21/07/23,BMW,3,51,JEDDAH,786,45 to 59
H6035467,05/04/23,HYUNDAI,3,71,JEDDAH,935.5,60+ Aged
B6036074,13/06/23,KIA,1,32,JEDDAH,1120,28 to 33
C6036081,27/06/23,KIA,1,32,JEDDAH,1523,28 to 33
R6036147,14/08/23,BMW,8,24,RYIADH,1504,23 to 27 
D6036148,27/10/23,BMW,8,24,RYIADH,996.5,23 to 27 
F6036528,10/01/23,BMW,3,37,JEDDAH,977.5,34 to 44
H6036529,25/05/23,BMW,3,37,JEDDAH,956,34 to 44
B6036532,11/03/23,BMW,3,37,JEDDAH,776.5,34 to 44
C6037282,30/03/23,HYUNDAI,3,38,JEDDAH,785,34 to 44
R6037285,24/09/23,HYUNDAI,3,38,JEDDAH,785,34 to 44
D6037322,07/01/23,KIA,3,61,JEDDAH,735.5,60+ Aged
F6037325,24/09/23,KIA,3,61,JEDDAH,802,60+ Aged
H6037429,10/07/23,KIA,5,40,JEDDAH,801,34 to 44
B6037432,08/09/23,KIA,5,40,JEDDAH,789,34 to 44
C6038235,30/06/23,NISSAN,4,39,JEDDAH,1264,34 to 44
R6038240,15/01/23,NISSAN,4,39,JEDDAH,1275.5,34 to 44
D6038666,30/04/23,BMW,1,38,JEDDAH,802.5,34 to 44
F6038842,21/10/23,TOYOTA,3,31,JEDDAH,871.5,28 to 33
H6038847,11/11/23,TOYOTA,5,33,JEDDAH,874,28 to 33
B6038919,15/05/23,TOYOTA,10,29,RYIADH,787.5,28 to 33
C6039191,28/09/23,KIA,4,32,JEDDAH,991.5,28 to 33
R6039332,15/10/23,HYUNDAI,3,52,JEDDAH,814,45 to 59
D6041305,25/11/23,NISSAN,6,26,RYIADH,794,23 to 27 
F6042027,23/09/23,HYUNDAI,3,42,JEDDAH,1163,34 to 44
H6042289,31/12/23,KIA,5,41,JEDDAH,824,34 to 44
B6042712,13/08/23,KIA,15,34,RYIADH,817.5,34 to 44
C6042913,02/09/23,HYUNDAI,3,55,JEDDAH,1143,45 to 59
R6042927,02/07/23,KIA,3,45,JEDDAH,1175.5,45 to 59
D6043007,22/08/23,KIA,10,52,RYIADH,1130.5,45 to 59
F6043296,26/06/23,BMW,9,47,RYIADH,805.5,45 to 59
H6043616,28/09/23,BMW,1,36,JEDDAH,923,34 to 44
B6043777,28/02/23,HYUNDAI,3,76,JEDDAH,742.5,60+ Aged
C6043791,01/04/23,HYUNDAI,3,63,JEDDAH,1105.5,60+ Aged
R6044129,16/03/23,KIA,3,40,JEDDAH,1106,34 to 44
D6044132,26/05/23,KIA,3,40,JEDDAH,1084.5,34 to 44
F6044141,12/09/23,TOYOTA,4,47,JEDDAH,773.5,45 to 59
H6044165,25/02/23,TOYOTA,4,56,JEDDAH,779,45 to 59
B6044309,11/03/23,TOYOTA,2,44,JEDDAH,1164.5,34 to 44
C6044313,13/07/23,TOYOTA,2,44,JEDDAH,1136,34 to 44
R6044444,15/10/23,BMW,2,38,JEDDAH,1048,34 to 44
D6044447,07/08/23,BMW,2,38,JEDDAH,802,34 to 44
F6045015,11/08/23,KIA,2,54,JEDDAH,773,45 to 59
H6045018,19/04/23,KIA,2,54,JEDDAH,802,45 to 59
B6045460,04/11/23,KIA,2,59,JEDDAH,974,45 to 59
C6045463,05/09/23,KIA,2,59,JEDDAH,817,45 to 59
R6045789,02/12/23,KIA,7,40,JEDDAH,824,34 to 44
D6045790,02/12/23,KIA,7,40,JEDDAH,792.5,34 to 44
F6045793,04/11/23,KIA,7,40,JEDDAH,823,34 to 44
H6046041,05/09/23,BMW,2,33,JEDDAH,820,28 to 33
B6046045,05/06/23,BMW,2,33,JEDDAH,949,28 to 33
C6046127,07/12/23,HYUNDAI,2,70,JEDDAH,738,60+ Aged
R6046131,15/01/23,HYUNDAI,2,70,JEDDAH,738.5,60+ Aged
D6046161,13/03/23,BMW,6,49,RYIADH,727,45 to 59
F6046162,25/08/23,BMW,6,49,RYIADH,813.5,45 to 59
H6046168,12/07/23,BMW,6,49,RYIADH,811,45 to 59
B6046218,20/08/23,NISSAN,6,26,JEDDAH,789,23 to 27 
C6046221,27/01/23,NISSAN,6,26,JEDDAH,1059,23 to 27 
R6046237,12/04/23,KIA,3,59,JEDDAH,1019.5,45 to 59
D6046240,09/07/23,KIA,3,59,JEDDAH,1103.5,45 to 59
F6046352,21/02/23,HYUNDAI,2,35,JEDDAH,1178.5,34 to 44
H6046357,02/05/23,HYUNDAI,2,35,JEDDAH,729.5,34 to 44
B6046627,01/09/23,KIA,2,40,JEDDAH,773,34 to 44
C6046631,14/04/23,KIA,2,40,JEDDAH,801,34 to 44
R6046644,13/04/23,HYUNDAI,3,36,JEDDAH,758,34 to 44
D6046647,04/09/23,HYUNDAI,3,36,JEDDAH,1172,34 to 44
F6046650,28/03/23,HYUNDAI,3,36,JEDDAH,1153.5,34 to 44
H6046895,08/04/23,KIA,3,60,JEDDAH,771.5,60+ Aged
B6046898,22/07/23,KIA,3,60,JEDDAH,775.5,60+ Aged
C6046913,03/11/23,HYUNDAI,3,55,JEDDAH,764,45 to 59
R6046916,31/12/23,HYUNDAI,3,55,JEDDAH,783.5,45 to 59
D6047157,14/10/23,TOYOTA,7,31,RYIADH,798.5,28 to 33
F6047160,12/04/23,TOYOTA,7,31,RYIADH,763,28 to 33
H6047362,03/05/23,NISSAN,2,38,JEDDAH,1182.5,34 to 44
B6047366,26/01/23,NISSAN,2,38,JEDDAH,1172,34 to 44
C6047971,25/06/23,BMW,7,66,RYIADH,774,60+ Aged
R6047975,03/07/23,BMW,7,66,RYIADH,772.5,60+ Aged
D6048121,31/10/23,BMW,3,54,JEDDAH,1188.5,45 to 59
F6048122,01/05/23,BMW,3,54,JEDDAH,1205.5,45 to 59
H6048125,19/04/23,BMW,3,54,JEDDAH,2649,45 to 59
B6048179,26/10/23,KIA,2,35,JEDDAH,2795,34 to 44
C6048183,17/11/23,KIA,2,35,JEDDAH,2786,34 to 44
R6048209,18/06/23,KIA,9,47,RYIADH,2476,45 to 59
D6048212,10/12/23,KIA,9,47,RYIADH,2418,45 to 59
F6048835,17/12/23,NISSAN,5,35,JEDDAH,2733,34 to 44
H6048838,27/09/23,NISSAN,5,35,JEDDAH,2565,34 to 44
B6048995,23/06/23,HYUNDAI,6,34,RYIADH,1323,34 to 44
C6049028,22/03/23,NISSAN,3,26,JEDDAH,2697,23 to 27 
R6049031,22/01/23,NISSAN,3,26,JEDDAH,2643,23 to 27 
D6049033,13/11/23,NISSAN,3,26,JEDDAH,2572,23 to 27 
F6049089,31/08/23,TOYOTA,10,47,JEDDAH,2617,45 to 59
H6049519,31/05/23,HYUNDAI,10,47,RYIADH,2428,45 to 59
B6049698,04/05/23,TOYOTA,2,25,JEDDAH,2599,23 to 27 
